Start,Peak,Stop,Trough,Max_Envelope_Amp,Duration_ms,Spike Times (s),Cluster IDs,Unique_Cluster_IDs,Sorted_Cluster_IDs
3385.6796,3385.688,3385.714,3385.688,6.62704610824585,34.4,"[3385.679866666667, 3385.679866666667, 3385.6799333333333, 3385.6810666666665, 3385.6813, 3385.6817666666666, 3385.6821, 3385.6821666666665, 3385.6821666666665, 3385.6822666666667, 3385.6823, 3385.6824666666666, 3385.6831333333334, 3385.6831333333334, 3385.6834, 3385.6838666666667, 3385.6839666666665, 3385.6840666666667, 3385.684366666667, 3385.6851666666666, 3385.6853333333333, 3385.6856666666667, 3385.6865333333335, 3385.6867666666667, 3385.6872, 3385.6872333333336, 3385.6875333333332, 3385.6876, 3385.6878666666667, 3385.6878666666667, 3385.6880333333334, 3385.6880333333334, 3385.6888, 3385.6891333333333, 3385.6893666666665, 3385.6895666666665, 3385.6897, 3385.6899333333336, 3385.6903333333335, 3385.6904, 3385.6904, 3385.6907333333334, 3385.6907666666666, 3385.6908, 3385.6914666666667, 3385.691533333333, 3385.691566666667, 3385.6920666666665, 3385.692233333333, 3385.6929666666665, 3385.6930666666667, 3385.693366666667, 3385.6935, 3385.6936, 3385.6943666666666, 3385.695366666667, 3385.6955, 3385.696066666667, 3385.6972, 3385.698066666667, 3385.698066666667, 3385.6981333333333, 3385.6983, 3385.698733333333, 3385.6990666666666, 3385.6994, 3385.6994666666665, 3385.6996, 3385.7008333333333, 3385.7015, 3385.7030666666665, 3385.7031, 3385.7036333333335, 3385.7038666666667, 3385.7042333333334, 3385.7044, 3385.7048666666665, 3385.7049333333334, 3385.7066, 3385.7068, 3385.7077, 3385.707733333333, 3385.7080333333333, 3385.708633333333, 3385.7090333333335, 3385.709066666667, 3385.7093333333332, 3385.7094666666667, 3385.7099333333335, 3385.7103, 3385.710666666667, 3385.7107333333333, 3385.7118333333333, 3385.7128666666667, 3385.713133333333]","[107, 81, 191, 63, 13, 54, 100, 67, 60, 145, 14, 3, 13, 123, 197, 196, 57, 145, 56, 67, 13, 85, 236, 145, 236, 119, 190, 197, 85, 13, 67, 16, 197, 80, 3, 233, 150, 16, 56, 100, 196, 179, 63, 106, 5, 216, 188, 13, 11, 60, 93, 236, 67, 118, 85, 5, 236, 108, 67, 236, 16, 228, 69, 60, 63, 119, 236, 54, 11, 106, 191, 224, 85, 67, 0, 60, 16, 166, 167, 67, 41, 3, 3, 166, 216, 14, 64, 11, 57, 60, 85, 173, 3, 173, 236]","[107, 81, 191, 63, 13, 54, 100, 67, 60, 145, 14, 3, 123, 197, 196, 57, 56, 85, 236, 119, 190, 16, 80, 233, 150, 179, 106, 5, 216, 188, 11, 93, 118, 108, 228, 69, 224, 0, 166, 167, 41, 64, 173]","[0, 3, 5, 11, 13, 14, 16, 41, 54, 56, 57, 60, 63, 64, 67, 69, 80, 81, 85, 93, 100, 106, 107, 108, 118, 119, 123, 145, 150, 166, 167, 173, 179, 188, 190, 191, 196, 197, 216, 224, 228, 233, 236]"
3385.8948,3385.9464,3385.9584,3385.9464,6.099724292755127,63.6,"[3385.8948333333333, 3385.8954, 3385.8955333333333, 3385.896166666667, 3385.8962333333334, 3385.897233333333, 3385.8985666666667, 3385.899766666667, 3385.8999, 3385.900666666667, 3385.9014, 3385.9033, 3385.9034666666666, 3385.9043333333334, 3385.9044, 3385.905566666667, 3385.9057333333335, 3385.9057333333335, 3385.9060666666664, 3385.9067, 3385.908, 3385.908033333333, 3385.9086666666667, 3385.9086666666667, 3385.9106, 3385.912, 3385.913466666667, 3385.9142666666667, 3385.9148333333333, 3385.9148666666665, 3385.916133333333, 3385.917066666667, 3385.9173666666666, 3385.9176333333335, 3385.9182, 3385.9184333333333, 3385.9189666666666, 3385.9191666666666, 3385.9197, 3385.919933333333, 3385.9201, 3385.920166666667, 3385.9205, 3385.9205666666667, 3385.9217, 3385.921766666667, 3385.9221666666667, 3385.9223, 3385.9225666666666, 3385.9229333333333, 3385.9236, 3385.923766666667, 3385.9239666666667, 3385.924033333333, 3385.9240666666665, 3385.9249, 3385.9250666666667, 3385.925133333333, 3385.925166666667, 3385.925166666667, 3385.925166666667, 3385.9255333333335, 3385.9286666666667, 3385.9290666666666, 3385.9292333333333, 3385.9295, 3385.930733333333, 3385.9308666666666, 3385.9315, 3385.9324666666666, 3385.9328666666665, 3385.9329666666667, 3385.9331, 3385.9332666666664, 3385.9335666666666, 3385.9347333333335, 3385.9353333333333, 3385.9381333333336, 3385.9382333333333, 3385.9383, 3385.9385, 3385.9389333333334, 3385.9390333333336, 3385.939066666667, 3385.9394, 3385.9394, 3385.9396333333334, 3385.9396666666667, 3385.9396666666667, 3385.9398666666666, 3385.940633333333, 3385.9412666666667, 3385.941766666667, 3385.9432, 3385.9446, 3385.9446333333335, 3385.944933333333, 3385.9457, 3385.9461333333334, 3385.9474, 3385.9475333333335, 3385.9481, 3385.9483666666665, 3385.9483666666665, 3385.949633333333, 3385.9515666666666, 3385.951666666667, 3385.952566666667, 3385.9530666666665, 3385.9535, 3385.9538, 3385.9539, 3385.954133333333, 3385.9542333333334, 3385.9547333333335, 3385.9551666666666, 3385.9554333333335, 3385.9563, 3385.9563, 3385.9564666666665]","[40, 39, 216, 13, 85, 5, 16, 85, 60, 39, 190, 196, 216, 190, 16, 40, 92, 60, 179, 67, 69, 118, 94, 13, 67, 196, 190, 179, 5, 39, 39, 85, 10, 119, 39, 174, 16, 67, 179, 140, 60, 40, 94, 150, 233, 85, 67, 174, 227, 16, 63, 70, 179, 188, 81, 190, 118, 11, 55, 7, 233, 60, 11, 60, 94, 39, 236, 39, 11, 119, 16, 85, 0, 108, 67, 60, 190, 118, 14, 94, 85, 67, 11, 216, 55, 19, 5, 63, 13, 190, 38, 16, 60, 118, 85, 99, 216, 66, 100, 63, 67, 96, 85, 60, 99, 197, 16, 0, 101, 196, 85, 39, 196, 190, 67, 220, 1, 113, 60, 11]","[40, 39, 216, 13, 85, 5, 16, 60, 190, 196, 92, 179, 67, 69, 118, 94, 10, 119, 174, 140, 150, 233, 227, 63, 70, 188, 81, 11, 55, 7, 236, 0, 108, 14, 19, 38, 99, 66, 100, 96, 197, 101, 220, 1, 113]","[0, 1, 5, 7, 10, 11, 13, 14, 16, 19, 38, 39, 40, 55, 60, 63, 66, 67, 69, 70, 81, 85, 92, 94, 96, 99, 100, 101, 108, 113, 118, 119, 140, 150, 174, 179, 188, 190, 196, 197, 216, 220, 227, 233, 236]"
3387.0636,3387.0788,3387.0864,3387.0788,3.585644245147705,22.8,"[3387.0652333333333, 3387.0652666666665, 3387.0657333333334, 3387.0666666666666, 3387.0669333333335, 3387.0671666666667, 3387.0678, 3387.0698, 3387.0716333333335, 3387.0718, 3387.072133333333, 3387.0722666666666, 3387.073033333333, 3387.073966666667, 3387.0743666666667, 3387.0749666666666, 3387.075566666667, 3387.075966666667, 3387.0763333333334, 3387.0765333333334, 3387.0798, 3387.08, 3387.0801333333334, 3387.080266666667, 3387.0806333333335, 3387.0810333333334, 3387.0812666666666, 3387.0813, 3387.0814, 3387.081833333333, 3387.0819333333334, 3387.082266666667, 3387.0824333333335, 3387.0825333333332, 3387.0830333333333, 3387.0836, 3387.083633333333, 3387.0839, 3387.0844333333334, 3387.0855]","[191, 98, 223, 60, 40, 67, 216, 85, 152, 60, 16, 67, 174, 132, 13, 67, 191, 63, 85, 93, 113, 153, 167, 110, 69, 60, 3, 195, 107, 41, 67, 101, 196, 110, 85, 117, 191, 151, 152, 16]","[191, 98, 223, 60, 40, 67, 216, 85, 152, 16, 174, 132, 13, 63, 93, 113, 153, 167, 110, 69, 3, 195, 107, 41, 101, 196, 117, 151]","[3, 13, 16, 40, 41, 60, 63, 67, 69, 85, 93, 98, 101, 107, 110, 113, 117, 132, 151, 152, 153, 167, 174, 191, 195, 196, 216, 223]"
3388.6908,3388.7036,3388.714,3388.7036,7.463413238525391,23.2,"[3388.6909333333333, 3388.6909666666666, 3388.691, 3388.6927333333333, 3388.6954666666666, 3388.696933333333, 3388.6984333333335, 3388.699, 3388.6997333333334, 3388.7002666666667, 3388.7027, 3388.7027333333335, 3388.7037, 3388.704166666667, 3388.7045333333335, 3388.7078, 3388.707966666667, 3388.7094333333334, 3388.7138]","[47, 25, 126, 94, 1, 16, 69, 67, 85, 233, 49, 127, 167, 152, 92, 233, 94, 16, 5]","[47, 25, 126, 94, 1, 16, 69, 67, 85, 233, 49, 127, 167, 152, 92, 5]","[1, 5, 16, 25, 47, 49, 67, 69, 85, 92, 94, 126, 127, 152, 167, 233]"
3391.8424,3391.8516,3391.8716,3391.8516,6.451964378356934,29.2,"[3391.8424, 3391.8429, 3391.8440666666665, 3391.8451333333333, 3391.8455, 3391.8455, 3391.8459, 3391.8459666666668, 3391.8461, 3391.8463666666667, 3391.8472666666667, 3391.8474, 3391.8474666666666, 3391.8477, 3391.8483, 3391.848466666667, 3391.849166666667, 3391.8492666666666, 3391.85, 3391.8503666666666, 3391.8505666666665, 3391.8515333333335, 3391.8522333333335, 3391.8525, 3391.852533333333, 3391.8530666666666, 3391.8532, 3391.8536, 3391.853666666667, 3391.8539, 3391.854766666667, 3391.8560333333335, 3391.856133333333, 3391.8563, 3391.8565, 3391.8570666666665, 3391.8584333333333, 3391.858566666667, 3391.8598333333334, 3391.8604333333333, 3391.860633333333, 3391.8611, 3391.8611333333333, 3391.8618666666666, 3391.8625333333334, 3391.862666666667, 3391.8627333333334, 3391.8628, 3391.863066666667, 3391.8632666666667, 3391.8635, 3391.864, 3391.864466666667, 3391.864633333333, 3391.8647666666666, 3391.8648, 3391.866, 3391.866266666667, 3391.867166666667, 3391.8672333333334, 3391.867366666667, 3391.867366666667, 3391.8675333333335, 3391.8678, 3391.8685, 3391.8686666666667, 3391.8696333333332, 3391.8698666666664, 3391.8705333333332, 3391.871]","[40, 85, 106, 173, 67, 69, 54, 16, 197, 60, 101, 85, 119, 188, 216, 57, 151, 5, 69, 191, 60, 67, 197, 92, 117, 93, 85, 138, 118, 67, 5, 93, 106, 63, 60, 5, 102, 55, 60, 191, 106, 5, 67, 101, 11, 85, 117, 41, 191, 196, 57, 16, 64, 60, 67, 11, 101, 85, 119, 191, 11, 39, 106, 106, 5, 41, 101, 13, 67, 106]","[40, 85, 106, 173, 67, 69, 54, 16, 197, 60, 101, 119, 188, 216, 57, 151, 5, 191, 92, 117, 93, 138, 118, 63, 102, 55, 11, 41, 196, 64, 39, 13]","[5, 11, 13, 16, 39, 40, 41, 54, 55, 57, 60, 63, 64, 67, 69, 85, 92, 93, 101, 102, 106, 117, 118, 119, 138, 151, 173, 188, 191, 196, 197, 216]"
3392.648,3392.6596,3392.6772,3392.6596,13.420204162597656,29.2,"[3392.6486, 3392.6486666666665, 3392.6495, 3392.6511666666665, 3392.6512666666667, 3392.6519, 3392.6523333333334, 3392.6526, 3392.6530666666667, 3392.6535, 3392.6539666666667, 3392.6546333333335, 3392.6547, 3392.6550666666667, 3392.6554333333333, 3392.6557, 3392.656266666667, 3392.656466666667, 3392.6573, 3392.658066666667, 3392.6586333333335, 3392.6587, 3392.6596, 3392.6597333333334, 3392.6597666666667, 3392.66, 3392.6610333333333, 3392.6612333333333, 3392.6614, 3392.6618, 3392.661866666667, 3392.6622333333335, 3392.662733333333, 3392.662733333333, 3392.662766666667, 3392.6628, 3392.6631, 3392.6656, 3392.6661, 3392.6665666666668, 3392.6668, 3392.6668666666665, 3392.667033333333, 3392.667066666667, 3392.6672, 3392.667266666667, 3392.6674, 3392.6676, 3392.6676333333335, 3392.6678333333334, 3392.6678666666667, 3392.6681, 3392.6685, 3392.6692, 3392.6693, 3392.6700333333333, 3392.6701, 3392.6719, 3392.6719333333335, 3392.672466666667, 3392.672633333333, 3392.6739, 3392.6748, 3392.6750333333334, 3392.6756, 3392.6766333333335]","[56, 67, 85, 197, 67, 101, 220, 102, 5, 63, 85, 16, 107, 67, 60, 41, 100, 94, 85, 67, 56, 101, 216, 226, 11, 145, 60, 3, 80, 10, 16, 85, 204, 96, 67, 150, 98, 64, 117, 38, 85, 13, 57, 60, 145, 16, 63, 1, 233, 5, 94, 220, 38, 67, 70, 16, 40, 60, 5, 195, 107, 63, 85, 119, 16, 5]","[56, 67, 85, 197, 101, 220, 102, 5, 63, 16, 107, 60, 41, 100, 94, 216, 226, 11, 145, 3, 80, 10, 204, 96, 150, 98, 64, 117, 38, 13, 57, 1, 233, 70, 40, 195, 119]","[1, 3, 5, 10, 11, 13, 16, 38, 40, 41, 56, 57, 60, 63, 64, 67, 70, 80, 85, 94, 96, 98, 100, 101, 102, 107, 117, 119, 145, 150, 195, 197, 204, 216, 220, 226, 233]"
3393.1672,3393.1788,3393.1876,3393.1788,8.856901168823242,20.4,"[3393.167266666667, 3393.1676, 3393.1676, 3393.167733333333, 3393.1679, 3393.1680666666666, 3393.1681, 3393.168133333333, 3393.168833333333, 3393.1693333333333, 3393.1695666666665, 3393.170166666667, 3393.1705666666667, 3393.1712, 3393.171566666667, 3393.171566666667, 3393.171733333333, 3393.1718666666666, 3393.1719333333335, 3393.171966666667, 3393.1720333333333, 3393.1720333333333, 3393.1721, 3393.1721666666667, 3393.1723, 3393.1725333333334, 3393.1727333333333, 3393.1728, 3393.172866666667, 3393.1730333333335, 3393.1730666666667, 3393.1732666666667, 3393.173533333333, 3393.173566666667, 3393.1737, 3393.174, 3393.1747, 3393.1748333333335, 3393.1757333333335, 3393.176, 3393.1761, 3393.1768333333334, 3393.1771, 3393.1777333333334, 3393.1778, 3393.178066666667, 3393.1783, 3393.1784666666667, 3393.1787, 3393.1793666666667, 3393.179633333333, 3393.1805, 3393.1806, 3393.1811, 3393.182, 3393.1822666666667, 3393.182333333333, 3393.1832, 3393.1835666666666, 3393.1836333333335, 3393.1837666666665, 3393.1837666666665, 3393.1838666666667, 3393.1840666666667, 3393.1844, 3393.184566666667, 3393.1846, 3393.1847, 3393.1847333333335, 3393.185033333333, 3393.1850666666664, 3393.1856333333335, 3393.1858333333334, 3393.1872, 3393.187266666667]","[188, 67, 70, 16, 11, 138, 117, 91, 223, 60, 5, 132, 1, 93, 85, 5, 108, 145, 101, 67, 16, 70, 101, 56, 64, 63, 151, 212, 56, 41, 106, 119, 10, 224, 64, 60, 85, 13, 93, 5, 67, 227, 39, 54, 179, 3, 101, 10, 118, 38, 57, 67, 85, 11, 188, 13, 162, 197, 85, 92, 222, 13, 118, 60, 101, 105, 16, 64, 100, 224, 162, 67, 117, 100, 85]","[188, 67, 70, 16, 11, 138, 117, 91, 223, 60, 5, 132, 1, 93, 85, 108, 145, 101, 56, 64, 63, 151, 212, 41, 106, 119, 10, 224, 13, 227, 39, 54, 179, 3, 118, 38, 57, 162, 197, 92, 222, 105, 100]","[1, 3, 5, 10, 11, 13, 16, 38, 39, 41, 54, 56, 57, 60, 63, 64, 67, 70, 85, 91, 92, 93, 100, 101, 105, 106, 108, 117, 118, 119, 132, 138, 145, 151, 162, 179, 188, 197, 212, 222, 223, 224, 227]"
3393.6896,3393.7076,3393.7192,3393.7076,5.136061191558838,29.6,"[3393.690866666667, 3393.6911666666665, 3393.6918333333333, 3393.692433333333, 3393.6928, 3393.6932, 3393.6940666666665, 3393.695166666667, 3393.6954666666666, 3393.6962, 3393.6963333333333, 3393.6973333333335, 3393.697866666667, 3393.6987, 3393.698733333333, 3393.701, 3393.7028, 3393.7033333333334, 3393.7055666666665, 3393.7069, 3393.707, 3393.7075666666665, 3393.708633333333, 3393.708833333333, 3393.7093666666665, 3393.7103333333334, 3393.710666666667, 3393.711, 3393.7117333333335, 3393.7138, 3393.715, 3393.715366666667, 3393.7157, 3393.7161, 3393.716733333333, 3393.7168, 3393.7168333333334, 3393.7175666666667, 3393.7177333333334]","[113, 70, 168, 67, 60, 85, 118, 188, 108, 212, 16, 81, 70, 85, 67, 67, 16, 107, 13, 60, 188, 67, 63, 16, 0, 10, 185, 170, 118, 173, 67, 85, 13, 196, 5, 174, 16, 63, 67]","[113, 70, 168, 67, 60, 85, 118, 188, 108, 212, 16, 81, 107, 13, 63, 0, 10, 185, 170, 173, 196, 5, 174]","[0, 5, 10, 13, 16, 60, 63, 67, 70, 81, 85, 107, 108, 113, 118, 168, 170, 173, 174, 185, 188, 196, 212]"
3394.3476,3394.356,3394.3804,3394.356,6.1381025314331055,32.8,"[3394.3476, 3394.3486, 3394.3488, 3394.349133333333, 3394.3494, 3394.3497666666667, 3394.3498666666665, 3394.3501666666666, 3394.350233333333, 3394.3505, 3394.3505333333333, 3394.3506666666667, 3394.3508333333334, 3394.350966666667, 3394.351, 3394.3519666666666, 3394.3522, 3394.3523666666665, 3394.352733333333, 3394.352966666667, 3394.3531, 3394.3533333333335, 3394.3533666666667, 3394.353433333333, 3394.3536, 3394.3542666666667, 3394.3544, 3394.3546666666666, 3394.354733333333, 3394.355, 3394.3551, 3394.355233333333, 3394.3552666666665, 3394.3552666666665, 3394.3554, 3394.3557666666666, 3394.3558333333335, 3394.3561, 3394.3564333333334, 3394.3568, 3394.3571333333334, 3394.357666666667, 3394.3577666666665, 3394.358166666667, 3394.358333333333, 3394.3598333333334, 3394.3598666666667, 3394.360633333333, 3394.3607333333334, 3394.3609666666666, 3394.3611666666666, 3394.3611666666666, 3394.3613333333333, 3394.3614666666667, 3394.3615, 3394.3616, 3394.3618, 3394.3618, 3394.3619, 3394.361933333333, 3394.3621333333335, 3394.3621333333335, 3394.3622, 3394.362633333333, 3394.3633, 3394.3633, 3394.3634333333334, 3394.3634666666667, 3394.363733333333, 3394.3639333333335, 3394.3645, 3394.3645333333334, 3394.3659666666667, 3394.3661666666667, 3394.3662, 3394.366433333333, 3394.3665666666666, 3394.3667666666665, 3394.3669666666665, 3394.3670666666667, 3394.367366666667, 3394.3678333333332, 3394.3679333333334, 3394.368033333333, 3394.368066666667, 3394.3683666666666, 3394.3684, 3394.3687, 3394.3688, 3394.368966666667, 3394.3692333333333, 3394.3694666666665, 3394.3696666666665, 3394.3698666666664, 3394.37, 3394.370033333333, 3394.370266666667, 3394.3706, 3394.3706666666667, 3394.3707, 3394.3708, 3394.370933333333, 3394.3710333333333, 3394.3711333333335, 3394.3713, 3394.371633333333, 3394.3717666666666, 3394.3721666666665, 3394.3722666666667, 3394.3726666666666, 3394.372733333333, 3394.3731, 3394.3731333333335, 3394.3732, 3394.3732666666665, 3394.3733333333334, 3394.373433333333, 3394.3735333333334, 3394.3746, 3394.3751666666667, 3394.3760333333335, 3394.3762, 3394.3766333333333, 3394.377, 3394.3773, 3394.3775333333333, 3394.3777666666665, 3394.3793, 3394.3795]","[5, 188, 13, 14, 179, 190, 85, 69, 41, 11, 106, 67, 152, 106, 16, 222, 198, 138, 118, 151, 150, 67, 119, 85, 70, 16, 55, 198, 153, 13, 191, 196, 63, 11, 70, 107, 60, 179, 5, 16, 38, 196, 145, 96, 222, 67, 85, 96, 198, 135, 119, 153, 191, 210, 70, 85, 16, 52, 5, 145, 60, 67, 63, 80, 233, 162, 166, 13, 153, 16, 11, 3, 13, 60, 63, 40, 106, 145, 41, 55, 237, 13, 67, 196, 85, 69, 216, 5, 55, 162, 16, 233, 85, 65, 67, 152, 92, 185, 60, 145, 64, 57, 16, 63, 11, 78, 10, 222, 102, 52, 56, 101, 3, 216, 198, 122, 216, 3, 41, 196, 69, 85, 5, 67, 237, 16, 60, 223, 140]","[5, 188, 13, 14, 179, 190, 85, 69, 41, 11, 106, 67, 152, 16, 222, 198, 138, 118, 151, 150, 119, 70, 55, 153, 191, 196, 63, 107, 60, 38, 145, 96, 135, 210, 52, 80, 233, 162, 166, 3, 40, 237, 216, 65, 92, 185, 64, 57, 78, 10, 102, 56, 101, 122, 223, 140]","[3, 5, 10, 11, 13, 14, 16, 38, 40, 41, 52, 55, 56, 57, 60, 63, 64, 65, 67, 69, 70, 78, 80, 85, 92, 96, 101, 102, 106, 107, 118, 119, 122, 135, 138, 140, 145, 150, 151, 152, 153, 162, 166, 179, 185, 188, 190, 191, 196, 198, 210, 216, 222, 223, 233, 237]"
3402.5608,3402.5952,3402.6052,3402.5952,7.066411018371582,44.4,"[3402.5612333333333, 3402.562266666667, 3402.5628, 3402.5636666666664, 3402.5637333333334, 3402.5639, 3402.564733333333, 3402.5650333333333, 3402.568133333333, 3402.568566666667, 3402.5698333333335, 3402.5702333333334, 3402.5702666666666, 3402.5704666666666, 3402.5705666666668, 3402.5706, 3402.5707666666667, 3402.5708666666665, 3402.5708666666665, 3402.571, 3402.571033333333, 3402.5712, 3402.571266666667, 3402.5715, 3402.5715333333333, 3402.5720666666666, 3402.575566666667, 3402.5758666666666, 3402.5764, 3402.5765333333334, 3402.5769, 3402.577, 3402.5771666666665, 3402.577766666667, 3402.578266666667, 3402.5790666666667, 3402.581, 3402.5810333333334, 3402.5816666666665, 3402.5817, 3402.5817666666667, 3402.5818, 3402.5819, 3402.5819333333334, 3402.5819666666666, 3402.5824333333335, 3402.582733333333, 3402.5828333333334, 3402.5830666666666, 3402.5832, 3402.5835333333334, 3402.5842333333335, 3402.584533333333, 3402.585, 3402.5870333333332, 3402.5877666666665, 3402.5885333333335, 3402.5886333333333, 3402.5888666666665, 3402.5889333333334, 3402.590366666667, 3402.5913, 3402.5914, 3402.591733333333, 3402.5925666666667, 3402.5926, 3402.5929666666666, 3402.5938, 3402.5938, 3402.5939, 3402.5939333333336, 3402.5940333333333, 3402.5947666666666, 3402.598466666667, 3402.598933333333, 3402.5996, 3402.5999666666667, 3402.6013666666668, 3402.6014333333333, 3402.6017, 3402.602066666667, 3402.6021666666666, 3402.6031333333335]","[11, 218, 122, 16, 85, 67, 60, 101, 110, 81, 85, 185, 11, 196, 16, 107, 196, 179, 10, 118, 173, 233, 67, 81, 60, 85, 64, 106, 41, 10, 11, 16, 60, 67, 179, 152, 85, 60, 69, 63, 16, 72, 235, 13, 56, 197, 1, 94, 196, 67, 113, 10, 64, 41, 101, 60, 16, 85, 179, 7, 101, 110, 67, 122, 3, 60, 63, 67, 64, 102, 16, 85, 233, 110, 41, 39, 3, 63, 16, 85, 66, 80, 60]","[11, 218, 122, 16, 85, 67, 60, 101, 110, 81, 185, 196, 107, 179, 10, 118, 173, 233, 64, 106, 41, 152, 69, 63, 72, 235, 13, 56, 197, 1, 94, 113, 7, 3, 102, 39, 66, 80]","[1, 3, 7, 10, 11, 13, 16, 39, 41, 56, 60, 63, 64, 66, 67, 69, 72, 80, 81, 85, 94, 101, 102, 106, 107, 110, 113, 118, 122, 152, 173, 179, 185, 196, 197, 218, 233, 235]"
3402.6852,3402.712,3402.7564,3402.712,4.359775066375732,71.2,"[3402.6854333333335, 3402.6855, 3402.689, 3402.689066666667, 3402.6896, 3402.6899333333336, 3402.689966666667, 3402.6911333333333, 3402.6911666666665, 3402.6914666666667, 3402.6917, 3402.6926333333336, 3402.6948, 3402.6955666666668, 3402.6959666666667, 3402.696933333333, 3402.6975333333335, 3402.6976, 3402.701666666667, 3402.7021666666665, 3402.7026666666666, 3402.7047, 3402.7049333333334, 3402.7057666666665, 3402.7062, 3402.7072333333335, 3402.7073, 3402.7083, 3402.7112333333334, 3402.711333333333, 3402.711333333333, 3402.7114333333334, 3402.7115, 3402.7118666666665, 3402.7119666666667, 3402.712266666667, 3402.7123333333334, 3402.712466666667, 3402.7127666666665, 3402.7130333333334, 3402.7164333333335, 3402.7177, 3402.717866666667, 3402.7190666666665, 3402.7201, 3402.7212, 3402.7239666666665, 3402.724833333333, 3402.7257, 3402.7258666666667, 3402.727033333333, 3402.7271, 3402.7276666666667, 3402.727933333333, 3402.7285666666667, 3402.7290666666668, 3402.7296333333334, 3402.7310666666667, 3402.7325666666666, 3402.7343, 3402.7345, 3402.7362, 3402.736733333333, 3402.7408333333333, 3402.7411, 3402.7419, 3402.742, 3402.7420333333334, 3402.742333333333, 3402.7428, 3402.7431666666666, 3402.7449333333334, 3402.7451333333333, 3402.7452333333335, 3402.7453, 3402.7458333333334, 3402.7473, 3402.7501, 3402.750233333333, 3402.750433333333, 3402.7508333333335, 3402.7530666666667, 3402.7530666666667, 3402.7535333333335, 3402.7536, 3402.7546333333335, 3402.7550666666666, 3402.7556, 3402.7556666666665, 3402.7557, 3402.7558, 3402.756066666667]","[40, 60, 222, 85, 67, 123, 19, 69, 39, 188, 16, 60, 190, 40, 85, 67, 222, 3, 1, 60, 64, 162, 119, 191, 16, 0, 218, 67, 94, 16, 101, 153, 85, 113, 222, 67, 196, 63, 145, 190, 64, 11, 67, 85, 60, 190, 63, 60, 67, 105, 16, 13, 166, 63, 85, 64, 3, 81, 67, 63, 64, 85, 60, 13, 233, 196, 67, 188, 236, 13, 1, 108, 16, 153, 174, 67, 3, 16, 85, 233, 67, 113, 40, 179, 7, 3, 85, 63, 94, 166, 81, 60]","[40, 60, 222, 85, 67, 123, 19, 69, 39, 188, 16, 190, 3, 1, 64, 162, 119, 191, 0, 218, 94, 101, 153, 113, 196, 63, 145, 11, 105, 13, 166, 81, 233, 236, 108, 174, 179, 7]","[0, 1, 3, 7, 11, 13, 16, 19, 39, 40, 60, 63, 64, 67, 69, 81, 85, 94, 101, 105, 108, 113, 119, 123, 145, 153, 162, 166, 174, 179, 188, 190, 191, 196, 218, 222, 233, 236]"
