Start,Peak,Stop,Trough,Max_Envelope_Amp,Duration_ms,Spike Times (s),Cluster IDs,Unique_Cluster_IDs,Sorted_Cluster_IDs
471.8152,471.8212,471.8364,471.8212,3.1865932941436768,21.2,"[471.81556666666665, 471.81583333333333, 471.8158666666667, 471.81603333333334, 471.8163, 471.8167666666667, 471.81913333333335, 471.81913333333335, 471.8192666666667, 471.8195333333333, 471.8197, 471.8197333333333, 471.82146666666665, 471.8221, 471.8223, 471.8223, 471.8224666666667, 471.8233333333333, 471.82346666666666, 471.8237, 471.82416666666666, 471.8242, 471.82663333333335, 471.8276, 471.8279, 471.82823333333334, 471.82826666666665, 471.82846666666666, 471.829, 471.8293, 471.82963333333333, 471.82986666666665, 471.83026666666666, 471.8309, 471.8313, 471.83186666666666, 471.83273333333335, 471.8341, 471.83453333333335, 471.8349666666667, 471.8351666666667, 471.8352, 471.83553333333333, 471.8359, 471.836]","[69, 196, 85, 81, 60, 118, 85, 67, 3, 172, 111, 112, 197, 202, 188, 96, 16, 60, 39, 85, 81, 100, 3, 5, 85, 191, 93, 202, 16, 110, 196, 85, 153, 172, 101, 56, 94, 85, 119, 64, 67, 16, 99, 101, 153]","[69, 196, 85, 81, 60, 118, 67, 3, 172, 111, 112, 197, 202, 188, 96, 16, 39, 100, 5, 191, 93, 110, 153, 101, 56, 94, 119, 64, 99]","[3, 5, 16, 39, 56, 60, 64, 67, 69, 81, 85, 93, 94, 96, 99, 100, 101, 110, 111, 112, 118, 119, 153, 172, 188, 191, 196, 197, 202]"
520.3204,520.3324,520.358,520.3324,5.5112624168396,37.6,"[520.3205333333333, 520.3205666666667, 520.3208333333333, 520.3212333333333, 520.3213666666667, 520.3216, 520.322, 520.3220333333334, 520.3225666666667, 520.3243, 520.3249, 520.3267, 520.3281, 520.3282, 520.3283666666666, 520.3285, 520.3286666666667, 520.329, 520.3294333333333, 520.3300666666667, 520.3306666666666, 520.3323, 520.3331666666667, 520.3343666666667, 520.3344, 520.3351, 520.3353666666667, 520.3356, 520.3371666666667, 520.3375333333333, 520.3377666666667, 520.3389333333333, 520.3389333333333, 520.3394333333333, 520.3394666666667, 520.3395, 520.3397666666667, 520.3399, 520.3400666666666, 520.3403666666667, 520.3406666666667, 520.3411666666667, 520.3418, 520.3423333333334, 520.3431, 520.3432, 520.3434333333333, 520.3436333333333, 520.3438333333334, 520.3444333333333, 520.3455666666666, 520.3456333333334, 520.3462, 520.3473333333334, 520.3477666666666, 520.3481, 520.3489666666667, 520.3497333333333, 520.3498, 520.3502333333333, 520.3502333333333, 520.3511666666667, 520.3519, 520.3519333333334, 520.3520333333333, 520.3521666666667, 520.3523666666666, 520.3531, 520.3539666666667, 520.3541, 520.3545, 520.3559333333334, 520.3563, 520.3565333333333, 520.3578]","[41, 64, 16, 56, 96, 102, 106, 196, 152, 67, 60, 222, 117, 85, 67, 196, 41, 39, 16, 60, 85, 222, 64, 67, 85, 63, 3, 106, 64, 85, 60, 67, 196, 117, 91, 106, 153, 3, 222, 85, 123, 0, 63, 60, 81, 85, 67, 196, 64, 40, 222, 197, 216, 60, 85, 67, 174, 1, 5, 16, 63, 3, 13, 150, 228, 67, 64, 60, 85, 13, 92, 16, 113, 67, 85]","[41, 64, 16, 56, 96, 102, 106, 196, 152, 67, 60, 222, 117, 85, 39, 63, 3, 91, 153, 123, 0, 81, 40, 197, 216, 174, 1, 5, 13, 150, 228, 92, 113]","[0, 1, 3, 5, 13, 16, 39, 40, 41, 56, 60, 63, 64, 67, 81, 85, 91, 92, 96, 102, 106, 113, 117, 123, 150, 152, 153, 174, 196, 197, 216, 222, 228]"
526.688,526.7104,526.7164,526.7104,4.895333290100098,28.4,"[526.6881333333333, 526.6893666666666, 526.6894333333333, 526.6900666666667, 526.6903, 526.6908333333333, 526.6915333333334, 526.6920333333334, 526.6924, 526.6925333333334, 526.6929333333334, 526.6938, 526.6940666666667, 526.6941, 526.6941, 526.6941666666667, 526.6942666666666, 526.6948, 526.6948333333333, 526.6948666666667, 526.6950666666667, 526.6956666666666, 526.6957333333334, 526.6960333333334, 526.6964333333333, 526.6964333333333, 526.6964333333333, 526.6965, 526.6965333333334, 526.6965666666666, 526.6966666666667, 526.6989666666667, 526.7001333333334, 526.7006666666666, 526.7007333333333, 526.7008, 526.7008666666667, 526.7009333333333, 526.7009666666667, 526.7009666666667, 526.7010333333334, 526.7010333333334, 526.7012, 526.7012, 526.7020333333334, 526.7025333333333, 526.7027, 526.7030666666667, 526.7032, 526.7036333333333, 526.7039, 526.7039666666667, 526.704, 526.7041666666667, 526.7044666666667, 526.7045333333333, 526.7054666666667, 526.7057, 526.7061666666667, 526.7062, 526.7062333333333, 526.7062666666667, 526.7064, 526.7065333333334, 526.7065666666666, 526.7065666666666, 526.7066333333333, 526.7070666666667, 526.7081333333333, 526.7082, 526.7097, 526.7097666666666, 526.7100666666666, 526.7108333333333, 526.7117, 526.7120666666667, 526.7126, 526.7126333333333, 526.7129, 526.7132333333333, 526.7134, 526.7134666666667, 526.7141666666666, 526.7142666666666, 526.7151, 526.7151, 526.7154666666667]","[67, 60, 16, 152, 145, 40, 11, 110, 81, 67, 85, 16, 72, 145, 55, 101, 86, 55, 101, 40, 52, 13, 10, 85, 3, 1, 11, 60, 145, 41, 67, 145, 196, 216, 113, 85, 40, 80, 145, 93, 195, 10, 63, 107, 235, 67, 5, 151, 60, 174, 132, 70, 110, 65, 16, 41, 118, 236, 37, 86, 67, 145, 233, 60, 64, 196, 11, 188, 63, 85, 67, 16, 0, 153, 41, 16, 167, 63, 196, 60, 85, 13, 174, 41, 170, 223, 117]","[67, 60, 16, 152, 145, 40, 11, 110, 81, 85, 72, 55, 101, 86, 52, 13, 10, 3, 1, 41, 196, 216, 113, 80, 93, 195, 63, 107, 235, 5, 151, 174, 132, 70, 65, 118, 236, 37, 233, 64, 188, 0, 153, 167, 170, 223, 117]","[0, 1, 3, 5, 10, 11, 13, 16, 37, 40, 41, 52, 55, 60, 63, 64, 65, 67, 70, 72, 80, 81, 85, 86, 93, 101, 107, 110, 113, 117, 118, 132, 145, 151, 152, 153, 167, 170, 174, 188, 195, 196, 216, 223, 233, 235, 236]"
527.922,527.9336,527.9616,527.9336,4.629463195800781,39.6,"[527.9222666666667, 527.9225333333334, 527.9230666666666, 527.9234333333334, 527.9235666666667, 527.9239333333334, 527.9259666666667, 527.9282, 527.9285333333333, 527.9286333333333, 527.9287333333333, 527.9289666666666, 527.9290333333333, 527.9290666666667, 527.9291666666667, 527.9312, 527.9323666666667, 527.9333333333333, 527.9340666666667, 527.9350666666667, 527.9352, 527.9357, 527.9357333333334, 527.9365333333334, 527.9378333333333, 527.9392, 527.9406, 527.9410666666666, 527.9411, 527.9419, 527.9424333333334, 527.9441666666667, 527.9444333333333, 527.9458, 527.9460333333334, 527.9461666666666, 527.9462666666667, 527.9465, 527.9466, 527.9487666666666, 527.9498333333333, 527.9508666666667, 527.951, 527.9513333333333, 527.9518666666667, 527.9521333333333, 527.9523666666666, 527.9528, 527.9528, 527.9530333333333, 527.954, 527.9555, 527.9557, 527.9558333333333, 527.9561, 527.9564, 527.9575666666667, 527.9579666666667, 527.9583666666666, 527.9586666666667, 527.9590333333333, 527.9593, 527.9596, 527.9602]","[85, 16, 60, 179, 109, 67, 11, 16, 69, 196, 85, 5, 55, 106, 67, 119, 60, 85, 16, 63, 67, 41, 55, 118, 212, 85, 16, 1, 60, 67, 196, 13, 85, 16, 118, 117, 80, 60, 13, 85, 132, 107, 16, 38, 67, 70, 85, 60, 145, 122, 106, 132, 96, 151, 16, 67, 11, 107, 63, 70, 196, 60, 119, 85]","[85, 16, 60, 179, 109, 67, 11, 69, 196, 5, 55, 106, 119, 63, 41, 118, 212, 1, 13, 117, 80, 132, 107, 38, 70, 145, 122, 96, 151]","[1, 5, 11, 13, 16, 38, 41, 55, 60, 63, 67, 69, 70, 80, 85, 96, 106, 107, 109, 117, 118, 119, 122, 132, 145, 151, 179, 196, 212]"
528.4932,528.5056,528.5156,528.5056,6.148403167724609,22.4,"[528.4937, 528.4955, 528.4958, 528.4977666666666, 528.4981666666666, 528.4983666666667, 528.4986, 528.4986333333334, 528.4990666666666, 528.4994666666666, 528.5006666666667, 528.5008, 528.5010666666667, 528.5025666666667, 528.5040666666666, 528.5046, 528.5051, 528.5052333333333, 528.5052333333333, 528.5055, 528.5056333333333, 528.5057666666667, 528.5069, 528.5101, 528.5101, 528.5101666666667, 528.5103, 528.5104, 528.5106666666667, 528.5113666666666, 528.5115666666667, 528.5120333333333, 528.5125, 528.5138333333333, 528.5139333333333, 528.5146333333333]","[60, 172, 3, 43, 101, 107, 85, 56, 67, 13, 60, 98, 172, 174, 85, 101, 55, 101, 67, 196, 16, 119, 60, 16, 63, 56, 119, 85, 196, 101, 3, 67, 196, 98, 85, 67]","[60, 172, 3, 43, 101, 107, 85, 56, 67, 13, 98, 174, 55, 196, 16, 119, 63]","[3, 13, 16, 43, 55, 56, 60, 63, 67, 85, 98, 101, 107, 119, 172, 174, 196]"
528.8064,528.8196,528.8416,528.8196,8.867082595825195,35.2,"[528.8075666666666, 528.8086666666667, 528.8094666666667, 528.8096333333333, 528.8099333333333, 528.8101, 528.8105333333333, 528.8106333333334, 528.8106666666666, 528.8108333333333, 528.8108333333333, 528.8108666666667, 528.8108666666667, 528.8109333333333, 528.8116666666666, 528.8117333333333, 528.8121, 528.8133, 528.8134333333334, 528.8138, 528.8140666666667, 528.8141666666667, 528.8142333333333, 528.8147, 528.815, 528.8152, 528.8155333333333, 528.8157666666667, 528.8157666666667, 528.8158, 528.8158666666667, 528.8160666666666, 528.8161, 528.8163, 528.8164666666667, 528.8167, 528.8168666666667, 528.8170333333334, 528.8180666666667, 528.8184666666667, 528.8197666666666, 528.8202, 528.8202333333334, 528.8203, 528.8205, 528.8205666666667, 528.8207333333334, 528.8210333333334, 528.8211666666666, 528.8214333333333, 528.8214333333333, 528.8214333333333, 528.8214333333333, 528.8216666666667, 528.8221, 528.8225, 528.8226333333333, 528.8232666666667, 528.8235333333333, 528.8236666666667, 528.8238333333334, 528.8240333333333, 528.8243666666667, 528.8244333333333, 528.8250666666667, 528.8252, 528.8256333333334, 528.8257, 528.8259, 528.8259333333333, 528.8260333333334, 528.8260666666666, 528.8264, 528.8265333333334, 528.8266, 528.8266666666667, 528.8267, 528.8272, 528.8273, 528.8275333333333, 528.8277333333333, 528.8279, 528.8281, 528.8281, 528.8286666666667, 528.8295333333333, 528.8302333333334, 528.8306666666666, 528.8309666666667, 528.8312, 528.8317, 528.8318, 528.8322666666667, 528.8332, 528.8335333333333, 528.8337, 528.8337, 528.8337333333334, 528.8337666666666, 528.834, 528.8341333333333, 528.8343666666667, 528.8348666666667, 528.8352333333333, 528.8355666666666, 528.8361666666667, 528.8365, 528.8371, 528.8373333333333, 528.8374333333334, 528.8374333333334, 528.8375666666667, 528.8377, 528.838, 528.8393, 528.8406666666667, 528.8416]","[3, 56, 69, 152, 236, 67, 117, 85, 107, 188, 222, 179, 145, 7, 0, 93, 102, 5, 188, 64, 16, 52, 119, 60, 224, 10, 85, 179, 63, 10, 7, 101, 67, 70, 145, 151, 37, 119, 16, 70, 101, 13, 227, 85, 67, 5, 38, 60, 11, 101, 64, 170, 145, 101, 16, 174, 67, 41, 10, 85, 55, 152, 119, 196, 102, 179, 16, 101, 188, 226, 174, 64, 85, 55, 41, 14, 11, 98, 117, 102, 67, 113, 150, 60, 55, 5, 173, 13, 179, 196, 85, 67, 40, 56, 16, 102, 119, 60, 13, 153, 85, 67, 5, 226, 64, 64, 101, 226, 40, 106, 11, 3, 145, 196, 16, 113, 60]","[3, 56, 69, 152, 236, 67, 117, 85, 107, 188, 222, 179, 145, 7, 0, 93, 102, 5, 64, 16, 52, 119, 60, 224, 10, 63, 101, 70, 151, 37, 13, 227, 38, 11, 170, 174, 41, 55, 196, 226, 14, 98, 113, 150, 173, 40, 153, 106]","[0, 3, 5, 7, 10, 11, 13, 14, 16, 37, 38, 40, 41, 52, 55, 56, 60, 63, 64, 67, 69, 70, 85, 93, 98, 101, 102, 106, 107, 113, 117, 119, 145, 150, 151, 152, 153, 170, 173, 174, 179, 188, 196, 222, 224, 226, 227, 236]"
531.3936,531.4028,531.4244,531.4028,4.068771362304688,30.8,"[531.3936, 531.3937333333333, 531.3939666666666, 531.3942333333333, 531.3944, 531.3947333333333, 531.3947333333333, 531.3949, 531.395, 531.3954666666667, 531.3958333333334, 531.3959, 531.3959666666667, 531.396, 531.3960666666667, 531.3963333333334, 531.3964666666667, 531.3976666666666, 531.3984, 531.3987, 531.3987, 531.3987333333333, 531.3988666666667, 531.4009, 531.4010666666667, 531.4021, 531.4023333333333, 531.4025333333333, 531.4025666666666, 531.4027, 531.4028, 531.403, 531.403, 531.4031666666667, 531.4032, 531.4032333333333, 531.4032666666667, 531.4034, 531.4036333333333, 531.4036666666667, 531.4038666666667, 531.4039666666666, 531.4040333333334, 531.4042333333333, 531.4044, 531.4044666666666, 531.4046, 531.4049, 531.4049, 531.4049666666666, 531.4050666666667, 531.4051333333333, 531.4055333333333, 531.4065666666667, 531.4072, 531.4072333333334, 531.4077666666667, 531.4083333333333, 531.4088666666667, 531.4099666666667, 531.4102, 531.4102666666666, 531.4107333333334, 531.4111, 531.4112666666666, 531.4115, 531.4115333333333, 531.4131333333333, 531.4138333333333, 531.4150666666667, 531.4151666666667, 531.4154666666667, 531.4155666666667, 531.4162, 531.4162666666666, 531.4166333333334, 531.4180333333334, 531.4182333333333, 531.4203666666667, 531.4222, 531.4222333333333, 531.4223, 531.4237]","[119, 57, 40, 179, 85, 60, 132, 228, 67, 101, 113, 0, 52, 196, 188, 105, 60, 195, 188, 67, 81, 145, 85, 64, 65, 69, 16, 60, 212, 85, 13, 11, 66, 64, 188, 56, 195, 105, 101, 188, 5, 10, 107, 94, 67, 196, 215, 40, 1, 13, 119, 52, 52, 96, 69, 64, 54, 85, 52, 226, 60, 173, 67, 16, 94, 13, 85, 188, 100, 106, 38, 16, 222, 11, 102, 85, 150, 67, 65, 3, 212, 188, 222]","[119, 57, 40, 179, 85, 60, 132, 228, 67, 101, 113, 0, 52, 196, 188, 105, 195, 81, 145, 64, 65, 69, 16, 212, 13, 11, 66, 56, 5, 10, 107, 94, 215, 1, 96, 54, 226, 173, 100, 106, 38, 222, 102, 150, 3]","[0, 1, 3, 5, 10, 11, 13, 16, 38, 40, 52, 54, 56, 57, 60, 64, 65, 66, 67, 69, 81, 85, 94, 96, 100, 101, 102, 105, 106, 107, 113, 119, 132, 145, 150, 173, 179, 188, 195, 196, 212, 215, 222, 226, 228]"
531.5964,531.6144,531.626,531.6144,5.12286376953125,29.6,"[531.5968666666666, 531.5972333333333, 531.5975666666667, 531.598, 531.5981, 531.5986333333333, 531.5987333333334, 531.5990666666667, 531.5997333333333, 531.5998, 531.6001333333334, 531.6001666666667, 531.6005, 531.6013, 531.6018333333334, 531.6019333333334, 531.602, 531.6025666666667, 531.6027333333334, 531.6029, 531.6031333333333, 531.6034, 531.6035333333333, 531.6037666666666, 531.6047333333333, 531.6047666666667, 531.605, 531.6056666666667, 531.6057666666667, 531.606, 531.6063333333333, 531.6065, 531.6068, 531.6068666666666, 531.6075333333333, 531.6079666666667, 531.6080333333333, 531.6080666666667, 531.6094333333333, 531.6106, 531.6106333333333, 531.6109666666666, 531.6112333333333, 531.6113, 531.6116333333333, 531.6116666666667, 531.6119, 531.612, 531.6130666666667, 531.6134666666667, 531.6135666666667, 531.6138, 531.6142, 531.6147, 531.6150333333334, 531.6153666666667, 531.6155666666667, 531.6157, 531.6158, 531.6159666666666, 531.6162, 531.6165, 531.6171333333333, 531.6171333333333, 531.6173666666666, 531.6176, 531.6176333333333, 531.6184333333333, 531.6185, 531.6189333333333, 531.6190333333333, 531.6193333333333, 531.6194666666667, 531.6196, 531.6196666666667, 531.6229, 531.6242666666667, 531.6244, 531.6247333333333, 531.6248666666667, 531.6251, 531.6251, 531.6254666666666, 531.6255333333334]","[64, 106, 212, 85, 16, 216, 60, 63, 226, 102, 113, 10, 67, 85, 108, 151, 96, 16, 168, 106, 64, 188, 60, 227, 64, 85, 106, 67, 78, 98, 5, 60, 63, 5, 108, 85, 185, 64, 152, 188, 40, 100, 117, 64, 117, 85, 226, 102, 209, 196, 174, 86, 41, 236, 67, 70, 237, 85, 233, 40, 13, 16, 63, 162, 145, 106, 11, 222, 13, 64, 85, 190, 145, 132, 197, 11, 14, 39, 16, 69, 81, 40, 67, 60]","[64, 106, 212, 85, 16, 216, 60, 63, 226, 102, 113, 10, 67, 108, 151, 96, 168, 188, 227, 78, 98, 5, 185, 152, 40, 100, 117, 209, 196, 174, 86, 41, 236, 70, 237, 233, 13, 162, 145, 11, 222, 190, 132, 197, 14, 39, 69, 81]","[5, 10, 11, 13, 14, 16, 39, 40, 41, 60, 63, 64, 67, 69, 70, 78, 81, 85, 86, 96, 98, 100, 102, 106, 108, 113, 117, 132, 145, 151, 152, 162, 168, 174, 185, 188, 190, 196, 197, 209, 212, 216, 222, 226, 227, 233, 236, 237]"
532.2992,532.3036,532.334,532.3036,3.678112983703613,34.8,"[532.3015333333333, 532.3016333333334, 532.3017, 532.3024333333333, 532.3034666666666, 532.3036666666667, 532.3037333333333, 532.3040666666667, 532.3042666666666, 532.3052, 532.3060333333333, 532.3064, 532.3064333333333, 532.3079666666666, 532.3086333333333, 532.3087666666667, 532.3088333333334, 532.309, 532.3093, 532.3094666666667, 532.3097, 532.3098, 532.3104, 532.3109, 532.3109, 532.3111, 532.3113333333333, 532.3114333333333, 532.3117666666667, 532.3118333333333, 532.3129, 532.3133, 532.3135666666667, 532.3140333333333, 532.3144, 532.3144, 532.3146333333333, 532.3150333333333, 532.3152333333334, 532.3161, 532.3167666666667, 532.3171, 532.3171666666667, 532.3176333333333, 532.3182, 532.3187, 532.3189333333333, 532.3190666666667, 532.3192333333334, 532.3195666666667, 532.3197, 532.3210666666666, 532.3217, 532.3224666666666, 532.3227333333333, 532.3230333333333, 532.3234333333334, 532.3241666666667, 532.3243, 532.3253, 532.3253666666667, 532.3282, 532.3285666666667, 532.3289, 532.3290333333333, 532.3298666666667, 532.3302, 532.3304, 532.3311333333334, 532.3316, 532.3318333333333, 532.3319666666666, 532.3321333333333, 532.3323666666666, 532.3328666666666]","[152, 117, 13, 67, 188, 16, 107, 41, 60, 85, 132, 113, 92, 67, 212, 188, 85, 150, 174, 196, 162, 16, 189, 233, 151, 63, 81, 145, 101, 113, 188, 101, 16, 174, 67, 39, 85, 196, 227, 16, 190, 100, 113, 233, 188, 13, 85, 64, 103, 196, 132, 212, 67, 60, 108, 85, 16, 67, 5, 103, 153, 85, 107, 41, 16, 0, 109, 64, 118, 60, 113, 85, 233, 67, 94]","[152, 117, 13, 67, 188, 16, 107, 41, 60, 85, 132, 113, 92, 212, 150, 174, 196, 162, 189, 233, 151, 63, 81, 145, 101, 39, 227, 190, 100, 64, 103, 108, 5, 153, 0, 109, 118, 94]","[0, 5, 13, 16, 39, 41, 60, 63, 64, 67, 81, 85, 92, 94, 100, 101, 103, 107, 108, 109, 113, 117, 118, 132, 145, 150, 151, 152, 153, 162, 174, 188, 189, 190, 196, 212, 227, 233]"
532.4204,532.4428,532.4512,532.4428,4.451534748077393,30.8,"[532.4204333333333, 532.4207, 532.4213666666667, 532.4219, 532.4219666666667, 532.4221333333334, 532.4224, 532.4234333333334, 532.4234666666666, 532.424, 532.4243, 532.4246, 532.4246, 532.4246333333333, 532.4247666666666, 532.4252666666666, 532.4256666666666, 532.4256666666666, 532.4259333333333, 532.4259666666667, 532.4261666666666, 532.4262, 532.4266666666666, 532.4269, 532.4271, 532.4274666666666, 532.428, 532.4284, 532.4285333333333, 532.4298666666666, 532.4298666666666, 532.4302333333334, 532.4304, 532.4304666666667, 532.4305333333333, 532.4307666666666, 532.4315, 532.4316666666666, 532.4325333333334, 532.4327333333333, 532.4327333333333, 532.4332333333333, 532.4340666666667, 532.4346, 532.4346, 532.4352666666666, 532.4360666666666, 532.4365666666666, 532.4367666666667, 532.4371666666667, 532.4381, 532.4386333333333, 532.4391333333333, 532.4391666666667, 532.4394666666667, 532.4395333333333, 532.4400666666667, 532.4406333333334, 532.4410333333333, 532.4423, 532.4426333333333, 532.4428666666666, 532.444, 532.4441333333333, 532.4450666666667, 532.4452666666666, 532.4458333333333, 532.446, 532.4460333333334, 532.4469333333333, 532.4476333333333, 532.4476666666667, 532.4489, 532.4499, 532.4499666666667]","[98, 232, 16, 85, 63, 132, 67, 140, 118, 60, 81, 85, 100, 108, 16, 14, 151, 67, 136, 145, 40, 188, 60, 218, 11, 11, 145, 60, 40, 109, 69, 11, 67, 101, 63, 162, 16, 13, 96, 85, 152, 113, 196, 3, 14, 222, 39, 10, 118, 37, 196, 5, 60, 93, 67, 16, 220, 100, 118, 67, 11, 162, 196, 145, 102, 227, 16, 55, 162, 196, 67, 60, 11, 100, 16]","[98, 232, 16, 85, 63, 132, 67, 140, 118, 60, 81, 100, 108, 14, 151, 136, 145, 40, 188, 218, 11, 109, 69, 101, 162, 13, 96, 152, 113, 196, 3, 222, 39, 10, 37, 5, 93, 220, 102, 227, 55]","[3, 5, 10, 11, 13, 14, 16, 37, 39, 40, 55, 60, 63, 67, 69, 81, 85, 93, 96, 98, 100, 101, 102, 108, 109, 113, 118, 132, 136, 140, 145, 151, 152, 162, 188, 196, 218, 220, 222, 227, 232]"
534.044,534.08,534.0852,534.08,4.077212333679199,41.2,"[534.0445, 534.0445666666667, 534.0447333333333, 534.0454, 534.0462666666666, 534.0468666666667, 534.0473, 534.0476, 534.0479, 534.0482666666667, 534.0483, 534.0484, 534.0488666666666, 534.0490666666667, 534.0512333333334, 534.0523333333333, 534.0545, 534.0549666666667, 534.0554, 534.0557666666666, 534.0563666666667, 534.0574333333333, 534.0582, 534.0583, 534.0586666666667, 534.0587333333333, 534.0594666666667, 534.0595, 534.0595666666667, 534.0596666666667, 534.0597333333334, 534.0598, 534.0598333333334, 534.0598333333334, 534.0609, 534.0613666666667, 534.0621, 534.0632, 534.0632333333333, 534.0633333333334, 534.0644666666667, 534.0666666666667, 534.0676666666667, 534.0682666666667, 534.0683666666666, 534.0683666666666, 534.0688333333334, 534.0688666666666, 534.0698666666667, 534.0699666666667, 534.0700666666667, 534.0717333333333, 534.0727, 534.0738, 534.0742, 534.0744, 534.0744333333333, 534.0761, 534.0764333333333, 534.0774333333334, 534.0776333333333, 534.0781333333333, 534.0783666666666, 534.0785666666667, 534.0786, 534.0794666666667, 534.0795666666667, 534.0798333333333, 534.081, 534.0813333333333, 534.0820333333334, 534.0821666666667, 534.0825333333333, 534.0826, 534.0827, 534.0829333333334]","[13, 216, 85, 109, 197, 40, 226, 60, 109, 79, 189, 113, 93, 67, 85, 3, 60, 41, 150, 98, 109, 3, 85, 69, 113, 67, 16, 63, 13, 233, 226, 94, 191, 80, 67, 13, 60, 40, 179, 7, 216, 85, 10, 116, 179, 230, 60, 13, 179, 7, 39, 14, 109, 11, 16, 91, 85, 39, 11, 67, 118, 63, 94, 119, 216, 233, 85, 170, 56, 13, 196, 14, 179, 7, 63, 40]","[13, 216, 85, 109, 197, 40, 226, 60, 79, 189, 113, 93, 67, 3, 41, 150, 98, 69, 16, 63, 233, 94, 191, 80, 179, 7, 10, 116, 230, 39, 14, 11, 91, 118, 119, 170, 56, 196]","[3, 7, 10, 11, 13, 14, 16, 39, 40, 41, 56, 60, 63, 67, 69, 79, 80, 85, 91, 93, 94, 98, 109, 113, 116, 118, 119, 150, 170, 179, 189, 191, 196, 197, 216, 226, 230, 233]"
535.9404,535.9552,535.964,535.9552,5.59572172164917,23.6,"[535.9405, 535.9407333333334, 535.9410666666666, 535.9443, 535.9445, 535.9449666666667, 535.9451, 535.9459333333333, 535.9463333333333, 535.9464, 535.9465333333334, 535.9472666666667, 535.9488, 535.9490666666667, 535.9495333333333, 535.9496, 535.9499, 535.9521666666667, 535.9523, 535.9531, 535.9533, 535.9548333333333, 535.9549, 535.9549666666667, 535.9551, 535.956, 535.9582333333333, 535.9584666666667, 535.9587333333334, 535.9589, 535.9591, 535.9592, 535.9592333333334, 535.9593666666667, 535.9600333333333, 535.9606666666666, 535.9614333333334, 535.9616666666667, 535.9619333333334, 535.9624]","[85, 60, 54, 41, 67, 101, 98, 69, 41, 107, 85, 16, 60, 11, 174, 113, 67, 85, 145, 188, 16, 0, 11, 101, 67, 16, 60, 113, 86, 85, 119, 69, 67, 152, 188, 16, 63, 196, 55, 60]","[85, 60, 54, 41, 67, 101, 98, 69, 107, 16, 11, 174, 113, 145, 188, 0, 86, 119, 152, 63, 196, 55]","[0, 11, 16, 41, 54, 55, 60, 63, 67, 69, 85, 86, 98, 101, 107, 113, 119, 145, 152, 174, 188, 196]"
537.0536,537.0732,537.0772,537.0732,2.410699844360352,23.6,"[537.0538333333334, 537.0547666666666, 537.0574666666666, 537.0582333333333, 537.0583, 537.0583333333333, 537.0594666666667, 537.0601333333333, 537.0604666666667, 537.0606, 537.0613, 537.0614, 537.0632666666667, 537.0633, 537.0652666666666, 537.0669333333333, 537.0670666666666, 537.0670666666666, 537.0675, 537.0728333333333, 537.0733333333334, 537.0737666666666, 537.0737666666666, 537.0738333333334, 537.0739666666667, 537.0740333333333, 537.0741666666667, 537.0742666666666, 537.0743666666667, 537.0744, 537.0750333333333, 537.0753666666667, 537.0754333333333, 537.0762, 537.0769666666666]","[70, 63, 85, 223, 67, 64, 101, 63, 5, 57, 196, 56, 230, 179, 101, 101, 215, 85, 196, 122, 41, 101, 16, 67, 108, 85, 100, 69, 65, 81, 11, 107, 56, 65, 170]","[70, 63, 85, 223, 67, 64, 101, 5, 57, 196, 56, 230, 179, 215, 122, 41, 16, 108, 100, 69, 65, 81, 11, 107, 170]","[5, 11, 16, 41, 56, 57, 63, 64, 65, 67, 69, 70, 81, 85, 100, 101, 107, 108, 122, 170, 179, 196, 215, 223, 230]"
